Id,LotFrontage,LotArea,LotShape,Neighborhood,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,Exterior1st,Exterior2nd,ExterQual,Foundation,BsmtQual,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtUnfSF,TotalBsmtSF,HeatingQC,1stFlrSF,GrLivArea,BsmtFullBath,FullBath,HalfBath,BedroomAbvGr,KitchenQual,TotRmsAbvGrd,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,OpenPorchSF,SalePrice
2704,,9240,IR1,Sawyer,1Story,5,6,1962,2002,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,612.0,252.0,864.0,4,1211,1211,0.0,1,0,2,2.0,6,1,3.0,Detchd,1972.0,1.0,2.0,576.0,0,
2705,,9308,IR1,Sawyer,1Story,5,5,1965,1965,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,554.0,430.0,984.0,3,984,984,0.0,1,0,3,2.0,5,0,,Attchd,1965.0,1.0,1.0,310.0,0,
2706,65.0,8450,Reg,Sawyer,1Story,5,6,1968,1968,Plywood,Plywood,2,CBlock,2.0,No,BLQ,162.0,450.0,882.0,3,909,909,0.0,1,0,3,2.0,5,0,,Attchd,1968.0,1.0,1.0,294.0,155,
2707,,8638,IR1,Sawyer,1Story,5,6,1963,1963,HdBoard,HdBoard,2,PConc,2.0,No,ALQ,181.0,744.0,925.0,4,925,925,1.0,1,0,2,2.0,5,0,,Detchd,1990.0,1.0,2.0,484.0,74,
2708,,13052,IR1,Sawyer,1Story,5,6,1965,1965,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,712.0,312.0,1024.0,3,1024,1024,0.0,1,1,3,2.0,5,0,,Attchd,1965.0,1.0,1.0,308.0,0,
2709,,8020,IR1,Sawyer,1Story,5,6,1964,1964,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,644.0,268.0,912.0,3,912,912,0.0,1,0,3,2.0,6,0,,,,,0.0,0.0,0,
2710,,8789,IR1,Sawyer,1Story,5,6,1967,1967,VinylSd,VinylSd,2,CBlock,2.0,Mn,Rec,659.0,253.0,912.0,3,941,941,0.0,1,0,3,2.0,6,1,1.0,Attchd,1967.0,1.0,1.0,288.0,0,
2711,100.0,14330,IR1,Veenker,SLvl,7,4,1974,1974,WdShing,Wd Sdng,3,CBlock,3.0,Gd,ALQ,1023.0,228.0,1748.0,4,2151,2646,1.0,2,0,3,3.0,9,4,3.0,Attchd,1974.0,2.0,2.0,550.0,100,
2712,105.0,11025,Reg,NoRidge,2Story,8,5,1992,1993,HdBoard,ImStucc,3,PConc,4.0,Gd,GLQ,1118.0,216.0,1334.0,5,1520,2826,1.0,2,1,3,3.0,9,3,3.0,Attchd,1992.0,2.0,3.0,888.0,208,
2713,34.0,3628,Reg,Somerst,1Story,7,5,2004,2004,MetalSd,MetalSd,3,PConc,3.0,No,Unf,0.0,1143.0,1143.0,5,1143,1143,0.0,1,1,1,3.0,5,1,4.0,Attchd,2004.0,2.0,2.0,588.0,191,
2714,24.0,2544,Reg,Somerst,2Story,7,5,2005,2005,MetalSd,MetalSd,3,PConc,3.0,No,Unf,0.0,600.0,600.0,5,520,1223,0.0,2,1,2,3.0,4,0,,Detchd,2005.0,2.0,2.0,480.0,166,
2715,,2998,Reg,Somerst,2Story,6,5,2000,2000,MetalSd,MetalSd,3,PConc,3.0,No,GLQ,353.0,403.0,756.0,5,768,1524,0.0,2,1,2,3.0,4,0,,Detchd,2000.0,1.0,2.0,440.0,32,
2716,,4447,IR1,Somerst,2Story,7,5,2003,2003,VinylSd,VinylSd,3,PConc,3.0,No,Unf,0.0,530.0,530.0,5,530,1080,0.0,2,1,2,3.0,4,0,,Attchd,2003.0,2.0,2.0,496.0,50,
2717,114.0,8314,IR1,Somerst,2Story,7,5,1997,1998,Wd Sdng,Wd Sdng,3,PConc,3.0,No,Unf,0.0,569.0,569.0,5,854,1694,0.0,2,1,3,3.0,6,1,3.0,BuiltIn,1997.0,1.0,1.0,434.0,382,
2718,60.0,7180,IR1,Somerst,1Story,8,5,2001,2002,CemntBd,CmentBd,3,PConc,3.0,No,Unf,0.0,1568.0,1568.0,5,1568,1568,0.0,2,0,3,3.0,6,1,3.0,Attchd,2001.0,2.0,2.0,564.0,266,
2719,79.0,13110,IR1,NWAmes,1Story,5,6,1972,1972,Plywood,Plywood,2,CBlock,3.0,No,GLQ,962.0,191.0,1153.0,5,1193,1193,1.0,2,0,2,2.0,6,0,,Attchd,1972.0,3.0,2.0,501.0,153,
2720,78.0,10140,Reg,NWAmes,1Story,7,6,1967,1967,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,553.0,713.0,1334.0,4,1334,1334,1.0,2,0,3,2.0,7,0,,Attchd,1967.0,2.0,2.0,477.0,20,
2721,80.0,9600,Reg,NAmes,1Story,5,5,1968,1968,MetalSd,MetalSd,2,CBlock,2.0,No,ALQ,758.0,293.0,1051.0,4,1051,1051,1.0,1,0,3,2.0,6,0,,Attchd,1968.0,2.0,2.0,504.0,0,
2722,72.0,8640,Reg,NAmes,2Story,5,5,1968,1968,HdBoard,HdBoard,2,CBlock,3.0,Mn,ALQ,361.0,56.0,900.0,5,884,1770,1.0,1,1,4,2.0,7,0,,Attchd,1968.0,2.0,2.0,530.0,60,
2723,78.0,9360,Reg,NAmes,1Story,6,7,1968,2004,HdBoard,HdBoard,2,CBlock,2.0,Av,ALQ,760.0,216.0,976.0,3,976,976,1.0,1,0,2,3.0,4,1,2.0,Attchd,1968.0,2.0,2.0,504.0,0,
2724,70.0,8400,Reg,NAmes,SFoyer,5,6,1968,1968,HdBoard,HdBoard,2,CBlock,3.0,Gd,GLQ,744.0,89.0,833.0,4,898,898,1.0,1,0,3,2.0,6,0,,Attchd,1968.0,2.0,1.0,326.0,0,
2725,,9759,IR1,NAmes,1Story,5,5,1966,1966,Plywood,Plywood,2,CBlock,2.0,No,BLQ,799.0,252.0,1051.0,3,1051,1051,1.0,1,0,3,2.0,6,0,,Attchd,1966.0,2.0,1.0,264.0,88,
2726,80.0,9600,Reg,NAmes,SLvl,5,7,1967,1967,MetalSd,MetalSd,2,PConc,2.0,Av,ALQ,602.0,137.0,1141.0,4,1141,1141,1.0,1,0,3,2.0,6,0,,Attchd,1967.0,1.0,1.0,568.0,78,
2727,80.0,8800,Reg,NAmes,1Story,6,7,1965,2000,BrkFace,VinylSd,2,PConc,2.0,Mn,ALQ,901.0,34.0,1187.0,5,1565,1565,1.0,2,0,3,3.0,7,2,3.0,Attchd,1965.0,2.0,1.0,299.0,25,
2728,,10368,IR1,NAmes,1Story,6,6,1964,1964,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,260.0,0.0,1008.0,5,1488,1488,1.0,1,1,3,2.0,7,1,4.0,Attchd,1964.0,3.0,2.0,430.0,60,
2729,85.0,9350,Reg,NAmes,2Story,5,6,1964,1964,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,360.0,360.0,720.0,4,720,1440,0.0,1,1,4,2.0,7,1,1.0,Attchd,1964.0,3.0,2.0,480.0,32,
2730,80.0,10800,Reg,NAmes,1Story,5,7,1960,1960,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,ALQ,632.0,616.0,1248.0,5,1248,1248,1.0,1,0,3,2.0,6,0,,Attchd,1960.0,1.0,1.0,286.0,0,
2731,60.0,8550,Reg,NAmes,1Story,6,8,1934,1950,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,574.0,242.0,816.0,5,816,816,1.0,1,0,2,2.0,4,1,2.0,Attchd,1949.0,1.0,1.0,240.0,0,
2732,68.0,9724,Reg,NAmes,1Story,5,7,1947,1950,BrkFace,BrkFace,2,CBlock,2.0,No,Unf,0.0,938.0,938.0,5,1043,1043,0.0,1,0,2,2.0,5,1,4.0,Detchd,1947.0,1.0,1.0,273.0,48,
2733,80.0,9600,Reg,NAmes,1Story,5,6,1961,1990,WdShing,Wd Shng,2,CBlock,2.0,Mn,BLQ,915.0,336.0,1251.0,3,1433,1433,1.0,1,0,3,2.0,7,1,4.0,Attchd,1961.0,1.0,2.0,441.0,0,
2734,89.0,10858,Reg,NAmes,1Story,5,6,1952,1952,Wd Sdng,Plywood,2,CBlock,2.0,Mn,LwQ,40.0,1404.0,1444.0,5,1624,1624,1.0,1,0,2,2.0,6,1,4.0,Attchd,1952.0,2.0,1.0,240.0,40,
2735,80.0,9600,Reg,NAmes,1Story,5,5,1951,1951,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,996.0,60.0,1056.0,5,1216,1216,1.0,1,0,3,2.0,7,0,,Attchd,1951.0,2.0,1.0,280.0,0,
2736,79.0,9462,Reg,NAmes,2Story,5,6,1949,1973,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,704.0,704.0,4,1024,1728,0.0,1,1,3,2.0,7,1,4.0,Attchd,1949.0,1.0,1.0,234.0,60,
2737,82.0,9888,Reg,NAmes,1Story,5,6,1954,1975,MetalSd,MetalSd,2,CBlock,2.0,No,BLQ,486.0,450.0,936.0,3,936,936,0.0,1,0,2,2.0,5,0,,Attchd,1954.0,1.0,1.0,240.0,0,
2738,,8917,IR1,NAmes,1Story,5,5,1967,1967,Plywood,Plywood,2,CBlock,2.0,No,Unf,0.0,1584.0,1584.0,3,1584,1584,0.0,2,0,4,2.0,8,0,,Detchd,1967.0,1.0,2.0,506.0,0,
2739,,12700,IR1,NAmes,SLvl,6,5,1964,1964,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,939.0,307.0,1246.0,3,1246,1246,1.0,1,0,3,2.0,6,2,4.0,Attchd,1964.0,2.0,2.0,441.0,69,
2740,109.0,9723,IR1,NAmes,1Story,6,7,1963,1963,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,1008.0,1008.0,3,1008,1008,0.0,1,0,2,2.0,5,0,,Attchd,1963.0,2.0,2.0,430.0,0,
2741,70.0,8400,Reg,NAmes,1Story,5,5,1957,1957,BrkFace,BrkFace,2,CBlock,1.0,Mn,BLQ,623.0,556.0,1179.0,4,1364,1364,0.0,1,1,3,2.0,6,1,4.0,Attchd,1957.0,2.0,1.0,331.0,60,
2742,,9610,IR1,NAmes,1Story,6,6,1958,1958,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Rec,203.0,918.0,1121.0,5,1336,1336,0.0,1,1,3,2.0,7,1,3.0,Attchd,1958.0,2.0,2.0,488.0,0,
2743,125.0,10000,Reg,NAmes,SLvl,5,6,1956,1956,Wd Sdng,Wd Sdng,2,CBlock,2.0,Av,BLQ,678.0,99.0,1058.0,5,1370,1370,1.0,1,0,3,2.0,6,1,3.0,Basment,1956.0,2.0,1.0,300.0,0,
2744,72.0,10152,Reg,NAmes,1Story,6,6,1956,1994,Wd Sdng,Wd Sdng,2,CBlock,2.0,Av,BLQ,914.0,210.0,1124.0,5,1124,1124,1.0,1,0,3,2.0,6,1,3.0,Attchd,1956.0,3.0,1.0,353.0,211,
2745,70.0,8092,Reg,NAmes,1Story,6,8,1954,2000,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,ALQ,824.0,226.0,1050.0,5,1050,1050,1.0,1,0,3,3.0,6,0,,Attchd,1954.0,2.0,1.0,286.0,0,
2746,66.0,12778,Reg,NAmes,1Story,5,6,1952,2003,MetalSd,MetalSd,2,CBlock,2.0,No,GLQ,658.0,350.0,1008.0,5,1008,1008,1.0,1,0,2,2.0,4,0,,Attchd,1952.0,2.0,1.0,280.0,154,
2747,75.0,10170,Reg,NAmes,1Story,6,6,1951,1951,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,216.0,216.0,3,1575,1575,0.0,1,1,2,3.0,5,1,4.0,Attchd,1951.0,1.0,2.0,400.0,0,
2748,55.0,7700,Reg,NAmes,SLvl,5,7,1956,1956,VinylSd,VinylSd,2,CBlock,3.0,No,BLQ,271.0,30.0,301.0,5,1145,1145,0.0,1,0,3,2.0,6,0,,Detchd,1993.0,1.0,2.0,684.0,0,
2749,65.0,11050,Reg,NAmes,1Story,5,5,1956,1956,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,LwQ,488.0,517.0,1005.0,5,1005,1005,0.0,1,0,2,2.0,6,1,3.0,Attchd,1956.0,1.0,1.0,319.0,0,
2750,80.0,13600,Reg,NAmes,1Story,5,6,1955,1955,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,144.0,0.0,1056.0,4,1056,1056,1.0,1,1,3,2.0,6,0,,Attchd,1955.0,3.0,1.0,300.0,0,
2751,85.0,15428,Reg,NAmes,1Story,5,6,1951,1991,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,741.0,143.0,884.0,5,884,884,1.0,1,0,2,2.0,4,0,,Attchd,1951.0,3.0,1.0,270.0,0,
2752,118.0,21299,Reg,NAmes,1Story,7,5,1941,1963,BrkFace,BrkFace,3,CBlock,2.0,No,Unf,0.0,929.0,929.0,5,2039,2039,1.0,1,1,3,2.0,7,3,4.0,2Types,1941.0,1.0,3.0,791.0,0,
2753,70.0,13300,Reg,NAmes,1Story,5,5,1956,2001,Wd Sdng,VinylSd,2,CBlock,2.0,No,Rec,494.0,521.0,1015.0,4,1384,1384,1.0,1,0,2,2.0,6,0,,Attchd,2001.0,1.0,2.0,896.0,0,
2754,94.0,22136,Reg,OldTown,1.5Fin,5,5,1925,1975,MetalSd,MetalSd,2,CBlock,2.0,Mn,GLQ,1018.0,1153.0,2171.0,3,1392,2640,2.0,2,1,5,2.0,10,1,4.0,Attchd,1977.0,2.0,3.0,1008.0,48,
2755,50.0,7500,Reg,NAmes,1.5Fin,6,6,1947,1950,VinylSd,VinylSd,2,CBlock,2.0,No,Unf,0.0,784.0,784.0,5,900,1312,0.0,1,1,3,2.0,6,0,,Detchd,1953.0,1.0,2.0,649.0,28,
2756,60.0,10410,Reg,OldTown,1Story,3,8,1930,2001,VinylSd,VinylSd,2,PConc,2.0,No,Unf,0.0,713.0,713.0,5,713,713,0.0,1,0,2,3.0,5,0,,Detchd,1936.0,1.0,1.0,371.0,75,
2757,60.0,10914,Reg,NAmes,1Story,3,3,1929,1950,Wd Sdng,Wd Sdng,2,CBlock,2.0,Mn,Unf,0.0,715.0,715.0,2,715,715,0.0,1,0,2,2.0,4,0,,Detchd,1967.0,1.0,2.0,660.0,0,
2758,60.0,7008,Reg,OldTown,1.5Fin,4,8,1900,1998,MetalSd,MetalSd,2,BrkTil,1.0,No,Unf,0.0,448.0,448.0,5,448,720,0.0,1,0,1,1.0,5,0,,Attchd,1900.0,1.0,1.0,280.0,0,
2759,60.0,7200,Reg,OldTown,2Story,6,8,1915,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,338.0,325.0,663.0,5,774,1595,0.0,2,0,3,2.0,7,1,4.0,Detchd,1974.0,1.0,2.0,528.0,0,
2760,60.0,10818,Reg,OldTown,1.5Fin,4,4,1910,1950,VinylSd,VinylSd,2,BrkTil,1.0,No,Unf,0.0,1077.0,1077.0,3,981,1760,0.0,1,1,4,2.0,7,1,3.0,Detchd,1935.0,1.0,2.0,648.0,0,
2761,83.0,10184,Reg,NAmes,SLvl,6,5,1963,1963,HdBoard,HdBoard,2,CBlock,2.0,Av,ALQ,580.0,503.0,1083.0,3,1146,1146,0.0,1,0,3,2.0,6,1,4.0,Attchd,1963.0,1.0,1.0,294.0,75,
2762,77.0,9510,Reg,NAmes,1Story,6,5,1962,1985,HdBoard,HdBoard,2,CBlock,2.0,No,ALQ,701.0,434.0,1135.0,5,1207,1207,0.0,1,1,3,2.0,6,0,,Attchd,1962.0,2.0,1.0,264.0,240,
2763,80.0,10800,Reg,NAmes,1Story,6,6,1961,1992,HdBoard,HdBoard,2,CBlock,2.0,No,Rec,913.0,400.0,1313.0,3,1773,1773,1.0,2,0,3,2.0,6,2,3.0,Attchd,1961.0,2.0,2.0,418.0,98,
2764,86.0,11650,Reg,NAmes,1Story,7,5,1959,1959,Plywood,Plywood,2,Slab,,,,0.0,0.0,0.0,4,1472,1472,0.0,2,0,2,3.0,5,1,4.0,Attchd,1959.0,1.0,2.0,484.0,68,
2765,,18275,IR1,NAmes,2Story,7,8,1962,1998,Plywood,Plywood,2,CBlock,2.0,Gd,ALQ,636.0,802.0,1438.0,3,1900,2448,1.0,3,0,3,2.0,9,2,4.0,Attchd,1962.0,2.0,2.0,441.0,102,
2766,60.0,12144,Reg,NAmes,1.5Fin,4,6,1950,1950,BrkComm,Wd Sdng,2,CBlock,2.0,No,Rec,455.0,455.0,910.0,4,910,1521,0.0,1,1,3,3.0,6,0,,Detchd,1950.0,1.0,1.0,597.0,0,
2767,60.0,8544,Reg,NAmes,1Story,3,4,1950,1950,BrkFace,Stone,2,Slab,,,,0.0,0.0,0.0,2,1040,1040,0.0,2,0,2,2.0,6,0,,Detchd,1950.0,1.0,2.0,400.0,0,
2768,75.0,8512,Reg,NAmes,1Story,5,5,1960,1960,BrkFace,BrkFace,2,CBlock,2.0,No,Unf,0.0,1556.0,1556.0,3,1556,1556,0.0,2,0,4,2.0,8,0,,,,,0.0,0.0,0,
2769,70.0,7000,Reg,NAmes,1Story,5,4,1961,1961,BrkFace,BrkFace,2,CBlock,2.0,No,GLQ,781.0,369.0,1150.0,3,1150,1150,0.0,1,0,3,2.0,6,0,,Attchd,1961.0,2.0,1.0,288.0,0,
2770,74.0,7400,Reg,NAmes,1Story,7,6,1962,1962,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,LwQ,809.0,236.0,1045.0,4,1045,1045,1.0,1,0,3,2.0,6,0,,Detchd,1962.0,1.0,2.0,528.0,0,
2771,70.0,7000,Reg,NAmes,1Story,5,6,1962,1962,Wd Sdng,Wd Sdng,2,CBlock,2.0,No,BLQ,468.0,396.0,864.0,4,864,864,0.0,1,0,3,2.0,5,0,,Attchd,1962.0,1.0,1.0,336.0,0,
2772,70.0,7000,Reg,NAmes,SFoyer,5,5,1962,1962,MetalSd,MetalSd,2,CBlock,2.0,Av,ALQ,953.0,72.0,1025.0,3,1025,1025,1.0,1,0,3,2.0,6,0,,,,,0.0,0.0,80,
2773,62.0,9856,Reg,OldTown,2Story,5,8,1900,2005,CemntBd,CmentBd,3,PConc,1.0,No,Unf,0.0,716.0,716.0,5,1007,2014,0.0,2,0,5,2.0,8,0,,Detchd,1900.0,1.0,2.0,624.0,72,
2774,60.0,9600,Reg,OldTown,1.5Fin,5,6,1948,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Rec,276.0,936.0,1212.0,4,1226,1668,1.0,1,0,3,2.0,6,0,,Detchd,1948.0,1.0,1.0,240.0,0,
2775,60.0,5520,Reg,OldTown,1.5Fin,4,6,1920,1980,Wd Sdng,Wd Sdng,2,PConc,2.0,No,LwQ,284.0,863.0,1147.0,3,1147,1657,0.0,1,0,4,1.0,9,1,3.0,Detchd,1920.0,1.0,1.0,162.0,0,
2776,60.0,9600,Reg,OldTown,1.5Fin,6,8,1900,2004,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Rec,381.0,399.0,780.0,5,940,1416,0.0,1,0,3,3.0,7,0,,Detchd,1956.0,1.0,2.0,400.0,24,
2777,58.0,6451,Reg,OldTown,2Story,7,7,1900,1970,AsbShng,Wd Sdng,2,Stone,2.0,No,Rec,208.0,504.0,712.0,4,848,1428,1.0,1,0,4,2.0,7,0,,Detchd,1985.0,3.0,2.0,576.0,0,
2778,66.0,3960,Reg,OldTown,2Story,7,8,1930,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,502.0,502.0,3,502,1004,0.0,1,0,2,3.0,5,1,1.0,Detchd,1930.0,1.0,1.0,200.0,0,
2779,56.0,7745,Reg,OldTown,1.5Fin,4,6,1900,1950,MetalSd,MetalSd,3,PConc,2.0,No,Unf,0.0,938.0,938.0,4,1084,1951,0.0,2,0,4,1.0,9,0,,Detchd,1993.0,1.0,2.0,576.0,6,
2780,56.0,7741,Reg,OldTown,1Story,6,5,1924,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,BLQ,143.0,817.0,1032.0,4,1032,1032,0.0,1,0,2,2.0,5,0,,Detchd,1995.0,1.0,1.0,280.0,0,
2781,50.0,5633,Reg,OldTown,1Story,5,7,1925,1950,MetalSd,Stucco,2,BrkTil,2.0,No,Unf,0.0,844.0,844.0,3,844,844,0.0,1,0,2,2.0,5,0,,Detchd,1925.0,1.0,1.0,216.0,81,
2782,60.0,7200,Reg,OldTown,1Story,4,5,1950,1950,MetalSd,MetalSd,2,CBlock,2.0,No,Unf,0.0,576.0,576.0,5,864,864,0.0,1,0,2,2.0,5,0,,Detchd,1952.0,2.0,1.0,528.0,0,
2783,42.0,7614,Reg,OldTown,2Story,3,5,1905,1950,MetalSd,MetalSd,2,BrkTil,2.0,Mn,Unf,0.0,738.0,738.0,4,714,1376,0.0,1,0,2,2.0,7,0,,Detchd,1930.0,1.0,1.0,216.0,0,
2784,50.0,6000,Reg,OldTown,1Story,5,7,1955,1955,Wd Sdng,Wd Sdng,2,CBlock,2.0,Av,GLQ,576.0,384.0,960.0,3,960,960,1.0,1,0,3,2.0,5,0,,Detchd,1976.0,1.0,2.0,576.0,0,
2785,50.0,6000,Reg,OldTown,1.5Fin,5,7,1924,1950,MetalSd,MetalSd,2,PConc,2.0,No,Unf,0.0,816.0,816.0,5,816,1566,0.0,1,1,5,3.0,7,0,,Detchd,1976.0,1.0,2.0,450.0,0,
2786,52.0,7830,Reg,OldTown,1Story,3,5,1921,1950,AsbShng,AsbShng,2,BrkTil,1.0,No,LwQ,416.0,76.0,492.0,3,492,492,1.0,1,0,1,2.0,3,0,,Detchd,1921.0,1.0,1.0,200.0,0,
2787,56.0,9576,Reg,OldTown,1.5Fin,6,7,1945,1950,VinylSd,VinylSd,2,CBlock,1.0,No,Rec,310.0,460.0,770.0,3,885,1182,0.0,1,1,3,2.0,5,0,,Detchd,1945.0,1.0,1.0,378.0,0,
2788,48.0,5747,Reg,OldTown,1Story,3,4,1920,1950,Wd Sdng,Wd Sdng,2,PConc,2.0,No,Unf,0.0,798.0,798.0,4,840,840,0.0,1,0,2,1.0,5,0,,Detchd,1938.0,1.0,1.0,250.0,0,
2789,70.0,6300,Reg,OldTown,2.5Unf,7,6,1910,2005,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,1226.0,1226.0,5,1226,2104,0.0,2,0,5,2.0,9,0,,Detchd,1910.0,1.0,2.0,432.0,341,
2790,33.0,5976,Reg,OldTown,2Story,5,7,1920,1950,Wd Sdng,Wd Sdng,2,PConc,2.0,No,Unf,0.0,624.0,624.0,4,624,1248,0.0,2,0,2,2.0,8,0,,,,,0.0,0.0,130,
2791,65.0,9750,Reg,OldTown,1Story,5,5,1958,1958,HdBoard,HdBoard,2,CBlock,2.0,No,Unf,0.0,960.0,960.0,5,960,960,0.0,1,0,3,2.0,5,0,,Detchd,2002.0,1.0,2.0,624.0,0,
2792,63.0,4761,Reg,IDOTRR,1.5Unf,3,3,1918,1950,Wd Sdng,Wd Sdng,1,BrkTil,2.0,No,Unf,0.0,1020.0,1020.0,2,1020,1020,0.0,1,0,2,1.0,5,0,,,,,0.0,0.0,0,
2793,69.0,11737,IR1,BrkSide,2Story,6,7,1924,1996,BrkComm,Stucco,2,BrkTil,2.0,No,Unf,0.0,848.0,848.0,3,1017,1827,0.0,1,0,2,2.0,9,1,4.0,Detchd,1943.0,1.0,1.0,240.0,36,
2794,51.0,6120,Reg,BrkSide,1.5Fin,3,5,1930,1950,AsbShng,AsbShng,3,CBlock,2.0,No,Rec,347.0,381.0,728.0,5,728,1162,1.0,1,0,3,2.0,6,0,,Detchd,1930.0,1.0,1.0,258.0,24,
2795,51.0,6120,Reg,BrkSide,1.5Fin,5,7,1930,1984,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,741.0,741.0,4,741,1324,0.0,1,0,3,3.0,7,0,,Detchd,1930.0,1.0,1.0,180.0,0,
2796,50.0,11672,IR2,BrkSide,1Story,5,5,1925,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,816.0,816.0,3,816,816,0.0,1,0,2,2.0,4,0,,Detchd,1925.0,1.0,1.0,210.0,0,
2797,90.0,33120,IR3,OldTown,1.5Fin,6,5,1962,1962,BrkFace,Wd Sdng,2,CBlock,2.0,No,Unf,0.0,1595.0,1595.0,3,1611,2486,0.0,2,0,5,2.0,8,1,4.0,Detchd,1962.0,1.0,2.0,576.0,0,
2798,60.0,10320,Reg,IDOTRR,1.5Fin,4,5,1924,1950,MetalSd,MetalSd,2,BrkTil,2.0,No,Unf,0.0,596.0,596.0,1,834,1430,0.0,2,0,3,1.0,7,0,,Detchd,1924.0,1.0,2.0,370.0,0,
2799,60.0,7518,Reg,IDOTRR,2Story,5,8,1910,2004,AsbShng,Plywood,1,BrkTil,1.0,No,Unf,0.0,396.0,396.0,4,665,1330,0.0,1,0,3,2.0,7,0,,Detchd,2001.0,1.0,1.0,390.0,72,
2800,50.0,9000,Reg,IDOTRR,1Story,5,4,1919,1950,Wd Sdng,Wd Sdng,2,BrkTil,2.0,No,Unf,0.0,610.0,610.0,5,819,819,0.0,1,0,2,3.0,4,0,,,,,0.0,0.0,0,
2801,60.0,7200,Reg,IDOTRR,1Story,6,6,1930,1950,VinylSd,VinylSd,2,BrkTil,2.0,No,LwQ,343.0,641.0,984.0,3,984,984,0.0,1,0,3,2.0,6,0,,Detchd,1930.0,1.0,1.0,308.0,0,
2802,82.0,12375,Reg,Sawyer,1.5Fin,5,5,1951,1951,HdBoard,HdBoard,2,CBlock,2.0,No,BLQ,329.0,477.0,806.0,3,1081,1422,1.0,1,0,3,2.0,7,1,3.0,Detchd,1951.0,1.0,1.0,288.0,0,
2803,120.0,11136,Reg,Sawyer,1Story,6,5,1964,1964,BrkFace,BrkFace,2,CBlock,2.0,No,Unf,0.0,1921.0,1921.0,3,1921,1921,0.0,2,0,4,2.0,8,0,,Detchd,1964.0,1.0,2.0,576.0,180,
2804,100.0,21370,Reg,Sawyer,1Story,5,5,1950,1950,Wd Sdng,MetalSd,2,Slab,,,,0.0,0.0,0.0,3,1640,1640,0.0,1,0,3,2.0,7,1,4.0,Attchd,1950.0,2.0,2.0,394.0,0,
2805,55.0,8250,Reg,Edwards,1Story,5,7,1935,1950,Wd Sdng,Wd Sdng,2,Slab,,,,0.0,0.0,0.0,3,1032,1032,0.0,1,0,2,2.0,6,1,3.0,Detchd,1939.0,1.0,1.0,260.0,0,
2806,50.0,5220,IR1,SWISU,1Story,5,3,1936,1950,Wd Sdng,Wd Shng,2,BrkTil,2.0,No,Unf,0.0,830.0,830.0,4,879,879,0.0,1,0,2,2.0,4,0,,Detchd,1936.0,1.0,1.0,180.0,108,
2807,50.0,5500,Reg,SWISU,1Story,7,5,2004,2004,VinylSd,VinylSd,2,PConc,3.0,Mn,GLQ,510.0,190.0,1073.0,5,1073,1073,1.0,2,0,2,2.0,4,0,,Detchd,2004.0,1.0,1.0,246.0,120,
2808,,11327,IR1,Sawyer,1Story,5,6,1967,1967,HdBoard,HdBoard,2,CBlock,2.0,Av,ALQ,779.0,285.0,1064.0,3,1064,1064,0.0,1,0,3,2.0,6,1,3.0,Attchd,1967.0,1.0,2.0,528.0,48,
2809,80.0,10366,IR1,Sawyer,SLvl,6,7,1964,1964,HdBoard,Plywood,2,CBlock,2.0,Av,GLQ,456.0,456.0,912.0,3,934,934,0.0,1,0,2,2.0,4,0,,Attchd,1964.0,1.0,1.0,336.0,0,
2810,75.0,9000,Reg,Sawyer,1Story,5,6,1966,1966,Plywood,Plywood,2,CBlock,2.0,No,ALQ,773.0,286.0,1059.0,4,1059,1059,1.0,1,0,3,2.0,6,0,,Attchd,1966.0,3.0,1.0,286.0,88,
